npm verbose cli D:\Intern\ReOpSy\tools\node-v22.14.0-win-x64\node.exe D:\Intern\ReOpSy\tools\node-v22.14.0-win-x64\node_modules\npm\bin\npm-cli.js
npm info using npm@10.9.2
npm info using node@v22.14.0
npm verbose title npm install
npm verbose argv "install" "--no-audit" "--no-fund" "--loglevel" "verbose" "--force"
npm http fetch GET 200 https://registry.npmjs.org/accepts 443ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/connect 447ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/compression 450ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/expo-server 453ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/node-forge 459ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/ci-info 505ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/terminal-link 160ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/resolve-from 172ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/bplist-creator 136ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/bplist-parser 180ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/npm-package-arg 99ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@expo%2fosascript 131ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@expo%2fdevcert 200ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@expo%2fxcpretty 196ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/toqr 581ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/multitars 596ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@expo%2frequire-utils 81ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@expo%2fschema-utils 158ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/progress 636ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@expo%2fpackage-manager 104ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@react-native%2fdev-middleware 125ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@expo%2fcode-signing-certificates 136ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/deepmerge 133ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@expo%2fspawn-async 274ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/resolve-workspace-root 123ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/lan-network 410ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@expo%2fjson-file 155ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/fetch-nodeshim 365ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@expo%2fmetro-file-map 233ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@expo%2finline-modules 245ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@expo%2fjson-file 382ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/xcode 188ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/dnssd-advertise 427ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/structured-headers 348ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/ignore 171ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@expo%2fsdk-runtime-versions 179ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/agent-cli-detector 391ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/minimatch 163ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/metro-core 150ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/metro-config 126ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/metro-file-map 159ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/metro-resolver 160ms (cache revalidated)
npm http cache https://registry.npmjs.org/react-is 19ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/@expo%2fjson-file 357ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/metro-symbolicate 231ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/metro-cache-key 248ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/lightningcss 152ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/metro-minify-terser 192ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/fontfaceobserver 152ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/postcss 168ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/metro-cache 329ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@expo%2frouter-server 576ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/metro 396ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/ansi-styles 122ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@jest%2fschemas 104ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@expo%2fprebuild-config 586ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/metro-transform-worker 345ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/metro-babel-transformer 345ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/jsc-safe-url 347ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@expo%2fws-tunnel 801ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/expo-modules-jsi 406ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/metro-transform-plugins 617ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@expo%2fexpo-modules-macros-plugin 589ms (cache revalidated)
npm http cache https://registry.npmjs.org/typescript 37ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/minipass 82ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/path-scurry 312ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/uuid 66ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/supports-color 73ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/sax 77ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/simple-plist 81ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/xmlbuilder 93ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/xmlbuilder 318ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@xmldom%2fxmldom 331ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/cross-spawn 68ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/brace-expansion 69ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/mime-types 102ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/source-map 112ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/graceful-fs 119ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/yaml 117ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/jest-worker 132ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/lodash.throttle 138ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/jest-validate 136ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/micromatch 143ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/walker 148ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/serialize-error 156ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/https-proxy-agent 159ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/error-stack-parser 164ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/lodash.throttle 163ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/graceful-fs 166ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/jest-worker 172ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/fb-watchman 177ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/terser 120ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/ob1 117ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/vlq 120ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/vlq 112ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/image-size 299ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/throat 350ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/exponential-backoff 348ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/which 74ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/path-key 80ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/shebang-command 88ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/has-flag 122ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/shebang-regex 62ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/isexe 69ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/parse-png 59ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/jimp-compact 289ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/pngjs 66ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/bufferutil 56ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/utf-8-validate 66ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/utils-merge 70ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/parseurl 71ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/stackframe 80ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/merge-stream 82ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/mime-db 83ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/jest-util 87ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/negotiator 96ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/finalhandler 164ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/queue 293ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/encodeurl 68ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/on-finished 71ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/escape-html 73ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/unpipe 75ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/statuses 123ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/ee-first 60ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/inherits 67ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@jest%2ftypes 72ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@types%2fistanbul-reports 65ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@types%2fistanbul-lib-coverage 66ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@types%2fyargs 76ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@types%2fistanbul-lib-report 112ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@sinclair%2ftypebox 123ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@types%2fyargs-parser 174ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/agent-base 258ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/camelcase 61ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/leven 74ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/jest-get-type 342ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/bser 74ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/makeerror 74ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/braces 82ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/node-int64 113ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/acorn 64ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/source-map-support 71ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@jridgewell%2fsource-map 75ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/fill-range 62ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/to-regex-range 69ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/is-number 85ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/balanced-match 124ms (cache revalidated)
npm http cache https://registry.npmjs.org/react 26ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/@react-native-community%2fcli 451ms (cache revalidated)
npm http cache https://registry.npmjs.org/@react-native%2fmetro-config 8ms (cache hit)
npm warn ERESOLVE overriding peer dependency
npm verbose attempt to log crashed ERESOLVE overriding peer dependency {
npm verbose   code: 'ERESOLVE',
npm verbose   edge: {
npm verbose     type: 'peerOptional',
npm verbose     name: '@types/react',
npm verbose     spec: '^19.2.0',
npm verbose     error: 'INVALID',
npm verbose     from: {
npm verbose       name: '@react-native/virtualized-lists',
npm verbose       version: '0.86.0',
npm verbose       location: 'node_modules/react-native/node_modules/@react-native/virtualized-lists',
npm verbose       isWorkspace: false,
npm verbose       dependents: [Array]
npm verbose     }
npm verbose   },
npm verbose   dep: {
npm verbose     name: '@types/react',
npm verbose     version: '19.2.18',
npm verbose     whileInstalling: {
npm verbose       name: 'react-native',
npm verbose       version: '0.86.0',
npm verbose       path: 'D:\\Intern\\ReOpSy\\app\\node_modules\\react-native'
npm verbose     },
npm verbose     location: 'node_modules/@types/react',
npm verbose     isWorkspace: false,
npm verbose     dependents: [ [Object] ]
npm verbose   },
npm verbose   force: true,
npm verbose   isMine: false,
npm verbose   strictPeerDeps: false,
npm verbose   current: {
npm verbose     name: '@types/react',
npm verbose     version: '19.1.17',
npm verbose     location: 'node_modules/@types/react',
npm verbose     isWorkspace: false,
npm verbose     dependents: [ [Object] ]
npm verbose   },
npm verbose   peerConflict: {
npm verbose     name: '@types/react',
npm verbose     version: '19.1.17',
npm verbose     location: 'node_modules/@types/react',
npm verbose     isWorkspace: false,
npm verbose     dependents: [ [Object] ]
npm verbose   }
npm verbose } TypeError: Cannot read properties of undefined (reading 'extraneous')
npm verbose     at printNode (D:\Intern\ReOpSy\tools\node-v22.14.0-win-x64\node_modules\npm\lib\utils\explain-dep.js:24:13)
npm verbose     at explainNode (D:\Intern\ReOpSy\tools\node-v22.14.0-win-x64\node_modules\npm\lib\utils\explain-dep.js:4:3)
npm verbose     at explain (D:\Intern\ReOpSy\tools\node-v22.14.0-win-x64\node_modules\npm\lib\utils\explain-eresolve.js:39:16)
npm verbose     at #tryWriteLog (D:\Intern\ReOpSy\tools\node-v22.14.0-win-x64\node_modules\npm\lib\utils\display.js:394:41)
npm verbose     at D:\Intern\ReOpSy\tools\node-v22.14.0-win-x64\node_modules\npm\lib\utils\display.js:286:28
npm verbose     at process.<anonymous> (D:\Intern\ReOpSy\tools\node-v22.14.0-win-x64\node_modules\npm\lib\utils\display.js:148:10)
npm verbose     at process.emit (node:events:530:35)
npm verbose     at Object.warn (D:\Intern\ReOpSy\tools\node-v22.14.0-win-x64\node_modules\npm\node_modules\proc-log\lib\index.js:62:22)
npm verbose     at PlaceDep.warnPeerConflict (D:\Intern\ReOpSy\tools\node-v22.14.0-win-x64\node_modules\npm\node_modules\@npmcli\arborist\lib\place-dep.js:496:9)
npm verbose     at new PlaceDep (D:\Intern\ReOpSy\tools\node-v22.14.0-win-x64\node_modules\npm\node_modules\@npmcli\arborist\lib\place-dep.js:165:14)
npm http cache https://registry.npmjs.org/@react-native%2fdev-middleware 12ms (cache hit)
npm http cache https://registry.npmjs.org/@types%2freact 41ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/event-target-shim 70ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/type-fest 75ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/shell-quote 94ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/asap 96ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/chrome-launcher 68ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/chromium-edge-launcher 77ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/serve-static 81ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@react-native%2fdebugger-shell 85ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/open 161ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@react-native%2fdebugger-frontend 532ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@isaacs%2fttlcache 562ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/is-wsl 90ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/is-docker 89ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/is-wsl 91ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/is-wsl 92ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/mkdirp 95ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/lighthouse-logger 344ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/fb-dotslash 373ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/lighthouse-logger 455ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/marky 70ms (cache revalidated)
npm http cache https://registry.npmjs.org/react-is 18ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/@types%2fhammerjs 305ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/unicode-property-aliases-ecmascript 75ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/unicode-canonical-property-names-ecmascript 310ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/hasown 57ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/function-bind 68ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/fresh 74ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/depd 81ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/etag 84ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/destroy 84ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/range-parser 89ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/http-errors 92ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/mime 315ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/setprototypeof 102ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/toidentifier 196ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/buffer-from 70ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/tmpl 75ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/plist 310ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/stream-buffers 73ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/big-integer 75ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/emoji-regex 68ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/strip-ansi 72ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/strip-ansi 74ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/is-fullwidth-code-point 74ms (cache revalidated)
npm http cache https://registry.npmjs.org/expo-constants 8ms (cache hit)
npm http cache https://registry.npmjs.org/@react-native%2fdebugger-frontend 52ms (cache hit)
npm http fetch GET 200 https://registry.npmjs.org/js-yaml 91ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/proc-log 90ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/vary 107ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/compressible 106ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/validate-npm-package-name 105ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/wcwidth 106ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/@expo%2fsudo-prompt 115ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/cli-spinners 106ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/hosted-git-info 111ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/on-headers 119ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/bytes 121ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/log-symbols 116ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/ansi-escapes 116ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/sisteransi 151ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/kleur 152ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/supports-hyperlinks 155ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/safe-buffer 166ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/cli-cursor 204ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/argparse 77ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/restore-cursor 74ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/defaults 74ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/onetime 66ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/signal-exit 69ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/mimic-fn 75ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/clone 66ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/detect-libc 91ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/lightningcss-darwin-x64 92ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/lightningcss-win32-x64-msvc 98ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/lightningcss-linux-x64-musl 99ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/lightningcss-linux-arm-gnueabihf 100ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/lightningcss-linux-x64-gnu 102ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/lightningcss-linux-arm64-musl 102ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/lightningcss-android-arm64 103ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/lightningcss-darwin-arm64 105ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/source-map-js 105ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/lightningcss-freebsd-x64 108ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/lightningcss-linux-arm64-gnu 148ms (cache revalidated)
npm http fetch GET 200 https://registry.npmjs.org/lightningcss-win32-arm64-msvc 210ms (cache revalidated)
npm verbose reify failed optional dependency D:\Intern\ReOpSy\app\node_modules\lightningcss-win32-arm64-msvc
npm verbose reify failed optional dependency D:\Intern\ReOpSy\app\node_modules\lightningcss-linux-x64-musl
npm verbose reify failed optional dependency D:\Intern\ReOpSy\app\node_modules\lightningcss-linux-x64-gnu
npm verbose reify failed optional dependency D:\Intern\ReOpSy\app\node_modules\lightningcss-linux-arm64-musl
npm verbose reify failed optional dependency D:\Intern\ReOpSy\app\node_modules\lightningcss-linux-arm64-gnu
npm verbose reify failed optional dependency D:\Intern\ReOpSy\app\node_modules\lightningcss-linux-arm-gnueabihf
npm verbose reify failed optional dependency D:\Intern\ReOpSy\app\node_modules\lightningcss-freebsd-x64
npm verbose reify failed optional dependency D:\Intern\ReOpSy\app\node_modules\lightningcss-darwin-x64
npm verbose reify failed optional dependency D:\Intern\ReOpSy\app\node_modules\lightningcss-darwin-arm64
npm verbose reify failed optional dependency D:\Intern\ReOpSy\app\node_modules\lightningcss-android-arm64
npm http cache source-map-js@https://registry.npmjs.org/source-map-js/-/source-map-js-1.2.1.tgz 0ms (cache hit)
npm http cache fontfaceobserver@https://registry.npmjs.org/fontfaceobserver/-/fontfaceobserver-2.3.0.tgz 0ms (cache hit)
npm http cache detect-libc@https://registry.npmjs.org/detect-libc/-/detect-libc-2.1.2.tgz 0ms (cache hit)
npm http cache lightningcss-win32-x64-msvc@https://registry.npmjs.org/lightningcss-win32-x64-msvc/-/lightningcss-win32-x64-msvc-1.33.0.tgz 1ms (cache hit)
npm http cache lightningcss@https://registry.npmjs.org/lightningcss/-/lightningcss-1.33.0.tgz 0ms (cache hit)
npm http cache clone@https://registry.npmjs.org/clone/-/clone-1.0.4.tgz 0ms (cache hit)
npm http cache postcss@https://registry.npmjs.org/postcss/-/postcss-8.5.25.tgz 0ms (cache hit)
npm http cache type-fest@https://registry.npmjs.org/type-fest/-/type-fest-0.21.3.tgz 0ms (cache hit)
npm http cache defaults@https://registry.npmjs.org/defaults/-/defaults-1.0.4.tgz 0ms (cache hit)
npm http cache ansi-escapes@https://registry.npmjs.org/ansi-escapes/-/ansi-escapes-4.3.2.tgz 0ms (cache hit)
npm http cache mimic-fn@https://registry.npmjs.org/mimic-fn/-/mimic-fn-1.2.0.tgz 0ms (cache hit)
npm http cache signal-exit@https://registry.npmjs.org/signal-exit/-/signal-exit-3.0.7.tgz 0ms (cache hit)
npm http cache supports-hyperlinks@https://registry.npmjs.org/supports-hyperlinks/-/supports-hyperlinks-2.3.0.tgz 0ms (cache hit)
npm http cache onetime@https://registry.npmjs.org/onetime/-/onetime-2.0.1.tgz 0ms (cache hit)
npm http cache restore-cursor@https://registry.npmjs.org/restore-cursor/-/restore-cursor-2.0.0.tgz 0ms (cache hit)
npm http cache kleur@https://registry.npmjs.org/kleur/-/kleur-3.0.3.tgz 0ms (cache hit)
npm http cache sisteransi@https://registry.npmjs.org/sisteransi/-/sisteransi-1.0.5.tgz 0ms (cache hit)
npm http cache has-flag@https://registry.npmjs.org/has-flag/-/has-flag-3.0.0.tgz 0ms (cache hit)
npm http cache wcwidth@https://registry.npmjs.org/wcwidth/-/wcwidth-1.0.1.tgz 1ms (cache hit)
npm http cache color-convert@https://registry.npmjs.org/color-convert/-/color-convert-1.9.3.tgz 0ms (cache hit)
npm http cache log-symbols@https://registry.npmjs.org/log-symbols/-/log-symbols-2.2.0.tgz 0ms (cache hit)
npm http cache escape-string-regexp@https://registry.npmjs.org/escape-string-regexp/-/escape-string-regexp-1.0.5.tgz 0ms (cache hit)
npm http cache color-name@https://registry.npmjs.org/color-name/-/color-name-1.1.3.tgz 0ms (cache hit)
npm http cache cli-spinners@https://registry.npmjs.org/cli-spinners/-/cli-spinners-2.9.2.tgz 0ms (cache hit)
npm http cache supports-color@https://registry.npmjs.org/supports-color/-/supports-color-5.5.0.tgz 0ms (cache hit)
npm http cache ansi-styles@https://registry.npmjs.org/ansi-styles/-/ansi-styles-3.2.1.tgz 0ms (cache hit)
npm http cache chalk@https://registry.npmjs.org/chalk/-/chalk-2.4.2.tgz 0ms (cache hit)
npm http cache lru-cache@https://registry.npmjs.org/lru-cache/-/lru-cache-10.4.3.tgz 0ms (cache hit)
npm http cache validate-npm-package-name@https://registry.npmjs.org/validate-npm-package-name/-/validate-npm-package-name-5.0.1.tgz 0ms (cache hit)
npm http cache cli-cursor@https://registry.npmjs.org/cli-cursor/-/cli-cursor-2.1.0.tgz 0ms (cache hit)
npm http cache proc-log@https://registry.npmjs.org/proc-log/-/proc-log-4.2.0.tgz 0ms (cache hit)
npm http cache hosted-git-info@https://registry.npmjs.org/hosted-git-info/-/hosted-git-info-7.0.2.tgz 0ms (cache hit)
npm http cache safe-buffer@https://registry.npmjs.org/safe-buffer/-/safe-buffer-5.2.1.tgz 0ms (cache hit)
